dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 4096
codebook_dim: 32
alpha: 1.0
beta: 1.0
gamma: 0.2
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: True
transplant_epochs: 5
refinement_epochs: 10
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: transplant
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/Transplant/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/results/Transplant/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/saver/Transplant/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/reconstruction/Transplant/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/yaml/Transplant/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: 
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/checkpoint/
data_pre: ImageNet
model_pre: model_4096_32
loss_pre: loss_1.0_1.0_0.2_0.5
training_pre: wasserstein_vq_transplant_True
saver_name_pre: wasserstein_vq_transplant_True_ImageNet_model_4096_32_loss_1.0_1.0_0.2_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
Downloading vgg_lpips model from https://heibox.uni-heidelberg.de/f/607503859c864bc1b30b/?dl=1 to /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VAR/code/models/cache/vgg.pth
VQ Model Parameters: 108761795
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000100
Train Epoch: [1/5] Iters:[10/20018] transplant_loss 3.3394, rec_loss 0.4752, p_loss 0.7429, quant_error1 0.5420, quant_error 0.8228, utilization 0.7390, perplexity 1880.7219,
Train Epoch: [1/5] Iters:[1180/20018] transplant_loss 0.9779, rec_loss 0.0266, p_loss 0.1847, quant_error1 0.2981, quant_error 0.2742, utilization 0.9997, perplexity 2165.0545,
Train Epoch: [1/5] Iters:[1190/20018] transplant_loss 0.9703, rec_loss 0.0266, p_loss 0.1845, quant_error1 0.2944, quant_error 0.2711, utilization 0.9997, perplexity 2157.3922,
Train Epoch: [1/5] Iters:[1200/20018] transplant_loss 0.9680, rec_loss 0.0266, p_loss 0.1847, quant_error1 0.2932, quant_error 0.2702, utilization 0.9997, perplexity 2171.2278,
Train Epoch: [1/5] Iters:[1210/20018] transplant_loss 0.9564, rec_loss 0.0260, p_loss 0.1837, quant_error1 0.2889, quant_error 0.2665, utilization 0.9997, perplexity 2188.2472,
Train Epoch: [1/5] Iters:[1220/20018] transplant_loss 0.9589, rec_loss 0.0262, p_loss 0.1827, quant_error1 0.2905, quant_error 0.2679, utilization 0.9997, perplexity 2191.4077,
Train Epoch: [1/5] Iters:[1230/20018] transplant_loss 0.9751, rec_loss 0.0271, p_loss 0.1843, quant_error1 0.2958, quant_error 0.2730, utilization 0.9996, perplexity 2194.7227,
Train Epoch: [1/5] Iters:[1240/20018] transplant_loss 0.9780, rec_loss 0.0268, p_loss 0.1842, quant_error1 0.2966, quant_error 0.2743, utilization 0.9997, perplexity 2203.8639,
Train Epoch: [1/5] Iters:[1250/20018] transplant_loss 0.9773, rec_loss 0.0267, p_loss 0.1833, quant_error1 0.2961, quant_error 0.2743, utilization 0.9996, perplexity 2192.2218,
Train Epoch: [1/5] Iters:[1260/20018] transplant_loss 0.9868, rec_loss 0.0271, p_loss 0.1841, quant_error1 0.2992, quant_error 0.2773, utilization 0.9996, perplexity 2194.2058,
Train Epoch: [1/5] Iters:[1270/20018] transplant_loss 0.9849, rec_loss 0.0271, p_loss 0.1841, quant_error1 0.2976, quant_error 0.2765, utilization 0.9996, perplexity 2196.7969,
Train Epoch: [1/5] Iters:[1280/20018] transplant_loss 0.9780, rec_loss 0.0267, p_loss 0.1840, quant_error1 0.2946, quant_error 0.2741, utilization 0.9996, perplexity 2210.6637,
Train Epoch: [1/5] Iters:[1290/20018] transplant_loss 0.9774, rec_loss 0.0269, p_loss 0.1847, quant_error1 0.2943, quant_error 0.2738, utilization 0.9996, perplexity 2210.8563,
Train Epoch: [1/5] Iters:[1300/20018] transplant_loss 0.9768, rec_loss 0.0269, p_loss 0.1842, quant_error1 0.2940, quant_error 0.2738, utilization 0.9996, perplexity 2228.6717,
Train Epoch: [1/5] Iters:[1310/20018] transplant_loss 0.9729, rec_loss 0.0268, p_loss 0.1846, quant_error1 0.2918, quant_error 0.2722, utilization 0.9997, perplexity 2247.6108,
Train Epoch: [1/5] Iters:[1320/20018] transplant_loss 0.9847, rec_loss 0.0272, p_loss 0.1854, quant_error1 0.2961, quant_error 0.2760, utilization 0.9997, perplexity 2287.9658,
Train Epoch: [1/5] Iters:[1330/20018] transplant_loss 0.9780, rec_loss 0.0268, p_loss 0.1846, quant_error1 0.2929, quant_error 0.2739, utilization 0.9996, perplexity 2263.4472,
Train Epoch: [1/5] Iters:[1340/20018] transplant_loss 0.9721, rec_loss 0.0262, p_loss 0.1831, quant_error1 0.2909, quant_error 0.2725, utilization 0.9996, perplexity 2274.2200,
Train Epoch: [1/5] Iters:[1350/20018] transplant_loss 0.9710, rec_loss 0.0263, p_loss 0.1834, quant_error1 0.2903, quant_error 0.2718, utilization 0.9997, perplexity 2298.9537,
Train Epoch: [1/5] Iters:[1360/20018] transplant_loss 0.9555, rec_loss 0.0257, p_loss 0.1818, quant_error1 0.2846, quant_error 0.2671, utilization 0.9997, perplexity 2309.8950,
Train Epoch: [1/5] Iters:[1370/20018] transplant_loss 0.9545, rec_loss 0.0258, p_loss 0.1816, quant_error1 0.2841, quant_error 0.2668, utilization 0.9997, perplexity 2301.5052,
Train Epoch: [1/5] Iters:[1380/20018] transplant_loss 0.9555, rec_loss 0.0258, p_loss 0.1820, quant_error1 0.2844, quant_error 0.2671, utilization 0.9997, perplexity 2321.7006,
Train Epoch: [1/5] Iters:[1390/20018] transplant_loss 0.9553, rec_loss 0.0259, p_loss 0.1822, quant_error1 0.2836, quant_error 0.2667, utilization 0.9997, perplexity 2345.8493,
Train Epoch: [1/5] Iters:[1400/20018] transplant_loss 0.9688, rec_loss 0.0263, p_loss 0.1832, quant_error1 0.2882, quant_error 0.2711, utilization 0.9997, perplexity 2347.0746,
Train Epoch: [1/5] Iters:[1410/20018] transplant_loss 0.9881, rec_loss 0.0269, p_loss 0.1842, quant_error1 0.2952, quant_error 0.2777, utilization 0.9997, perplexity 2339.6610,
Train Epoch: [1/5] Iters:[1420/20018] transplant_loss 0.9771, rec_loss 0.0265, p_loss 0.1846, quant_error1 0.2900, quant_error 0.2737, utilization 0.9996, perplexity 2330.1291,
Train Epoch: [1/5] Iters:[1430/20018] transplant_loss 0.9762, rec_loss 0.0265, p_loss 0.1845, quant_error1 0.2902, quant_error 0.2737, utilization 0.9997, perplexity 2358.6617,
Train Epoch: [1/5] Iters:[1440/20018] transplant_loss 0.9809, rec_loss 0.0264, p_loss 0.1846, quant_error1 0.2921, quant_error 0.2756, utilization 0.9997, perplexity 2353.2788,
Train Epoch: [1/5] Iters:[1450/20018] transplant_loss 0.9656, rec_loss 0.0256, p_loss 0.1829, quant_error1 0.2865, quant_error 0.2712, utilization 0.9996, perplexity 2353.0724,
Train Epoch: [1/5] Iters:[1460/20018] transplant_loss 0.9568, rec_loss 0.0252, p_loss 0.1827, quant_error1 0.2833, quant_error 0.2683, utilization 0.9996, perplexity 2376.1739,
Train Epoch: [1/5] Iters:[1470/20018] transplant_loss 0.9587, rec_loss 0.0252, p_loss 0.1818, quant_error1 0.2845, quant_error 0.2693, utilization 0.9996, perplexity 2413.0761,
Train Epoch: [1/5] Iters:[1480/20018] transplant_loss 0.9598, rec_loss 0.0255, p_loss 0.1810, quant_error1 0.2846, quant_error 0.2698, utilization 0.9996, perplexity 2393.0869,
Train Epoch: [1/5] Iters:[1490/20018] transplant_loss 0.9601, rec_loss 0.0256, p_loss 0.1812, quant_error1 0.2843, quant_error 0.2698, utilization 0.9996, perplexity 2400.4624,
Train Epoch: [1/5] Iters:[1500/20018] transplant_loss 0.9556, rec_loss 0.0254, p_loss 0.1809, quant_error1 0.2826, quant_error 0.2683, utilization 0.9996, perplexity 2409.8396,
Train Epoch: [1/5] Iters:[1510/20018] transplant_loss 0.9663, rec_loss 0.0262, p_loss 0.1820, quant_error1 0.2856, quant_error 0.2711, utilization 0.9996, perplexity 2414.5421,
Train Epoch: [1/5] Iters:[1520/20018] transplant_loss 0.9644, rec_loss 0.0262, p_loss 0.1822, quant_error1 0.2843, quant_error 0.2704, utilization 0.9996, perplexity 2394.3875,
Train Epoch: [1/5] Iters:[1530/20018] transplant_loss 0.9696, rec_loss 0.0263, p_loss 0.1835, quant_error1 0.2856, quant_error 0.2717, utilization 0.9996, perplexity 2435.4358,
Train Epoch: [1/5] Iters:[1540/20018] transplant_loss 0.9720, rec_loss 0.0268, p_loss 0.1840, quant_error1 0.2857, quant_error 0.2720, utilization 0.9996, perplexity 2454.2527,
Train Epoch: [1/5] Iters:[1550/20018] transplant_loss 0.9806, rec_loss 0.0273, p_loss 0.1846, quant_error1 0.2887, quant_error 0.2750, utilization 0.9996, perplexity 2464.5014,
Train Epoch: [1/5] Iters:[1560/20018] transplant_loss 0.9698, rec_loss 0.0267, p_loss 0.1838, quant_error1 0.2845, quant_error 0.2718, utilization 0.9996, perplexity 2471.7702,
Train Epoch: [1/5] Iters:[1570/20018] transplant_loss 0.9745, rec_loss 0.0268, p_loss 0.1846, quant_error1 0.2862, quant_error 0.2734, utilization 0.9996, perplexity 2492.6875,
Train Epoch: [1/5] Iters:[1580/20018] transplant_loss 0.9694, rec_loss 0.0268, p_loss 0.1835, quant_error1 0.2845, quant_error 0.2720, utilization 0.9996, perplexity 2495.9556,
Train Epoch: [1/5] Iters:[1590/20018] transplant_loss 0.9642, rec_loss 0.0264, p_loss 0.1825, quant_error1 0.2830, quant_error 0.2709, utilization 0.9996, perplexity 2489.9288,
Train Epoch: [1/5] Iters:[1600/20018] transplant_loss 0.9632, rec_loss 0.0265, p_loss 0.1838, quant_error1 0.2816, quant_error 0.2698, utilization 0.9996, perplexity 2495.9422,
Train Epoch: [1/5] Iters:[1610/20018] transplant_loss 0.9687, rec_loss 0.0267, p_loss 0.1834, quant_error1 0.2842, quant_error 0.2721, utilization 0.9997, perplexity 2513.0738,
Train Epoch: [1/5] Iters:[1620/20018] transplant_loss 0.9757, rec_loss 0.0273, p_loss 0.1835, quant_error1 0.2860, quant_error 0.2742, utilization 0.9997, perplexity 2528.3343,
Train Epoch: [1/5] Iters:[1630/20018] transplant_loss 0.9732, rec_loss 0.0271, p_loss 0.1840, quant_error1 0.2841, quant_error 0.2730, utilization 0.9996, perplexity 2519.0538,
Train Epoch: [1/5] Iters:[1640/20018] transplant_loss 0.9753, rec_loss 0.0270, p_loss 0.1841, quant_error1 0.2851, quant_error 0.2738, utilization 0.9996, perplexity 2530.2629,
Train Epoch: [1/5] Iters:[1650/20018] transplant_loss 0.9748, rec_loss 0.0266, p_loss 0.1823, quant_error1 0.2860, quant_error 0.2747, utilization 0.9996, perplexity 2556.9774,
Train Epoch: [1/5] Iters:[1660/20018] transplant_loss 0.9673, rec_loss 0.0263, p_loss 0.1823, quant_error1 0.2826, quant_error 0.2720, utilization 0.9996, perplexity 2534.0703,
Train Epoch: [1/5] Iters:[1670/20018] transplant_loss 0.9611, rec_loss 0.0259, p_loss 0.1822, quant_error1 0.2804, quant_error 0.2699, utilization 0.9995, perplexity 2556.2899,
Train Epoch: [1/5] Iters:[1680/20018] transplant_loss 0.9727, rec_loss 0.0264, p_loss 0.1825, quant_error1 0.2854, quant_error 0.2743, utilization 0.9996, perplexity 2573.0408,
Train Epoch: [1/5] Iters:[1690/20018] transplant_loss 0.9744, rec_loss 0.0264, p_loss 0.1832, quant_error1 0.2852, quant_error 0.2747, utilization 0.9995, perplexity 2579.2174,
Train Epoch: [1/5] Iters:[1700/20018] transplant_loss 0.9691, rec_loss 0.0264, p_loss 0.1833, quant_error1 0.2825, quant_error 0.2725, utilization 0.9995, perplexity 2573.5213,
Train Epoch: [1/5] Iters:[1710/20018] transplant_loss 0.9732, rec_loss 0.0265, p_loss 0.1831, quant_error1 0.2844, quant_error 0.2739, utilization 0.9995, perplexity 2626.4041,
Train Epoch: [1/5] Iters:[1720/20018] transplant_loss 0.9684, rec_loss 0.0261, p_loss 0.1819, quant_error1 0.2830, quant_error 0.2730, utilization 0.9996, perplexity 2632.6229,
Train Epoch: [1/5] Iters:[1730/20018] transplant_loss 0.9632, rec_loss 0.0259, p_loss 0.1818, quant_error1 0.2808, quant_error 0.2712, utilization 0.9995, perplexity 2634.4896,
Train Epoch: [1/5] Iters:[1740/20018] transplant_loss 0.9664, rec_loss 0.0261, p_loss 0.1821, quant_error1 0.2821, quant_error 0.2723, utilization 0.9996, perplexity 2668.8382,
Train Epoch: [1/5] Iters:[1750/20018] transplant_loss 0.9729, rec_loss 0.0263, p_loss 0.1826, quant_error1 0.2843, quant_error 0.2745, utilization 0.9997, perplexity 2671.7080,
Train Epoch: [1/5] Iters:[1760/20018] transplant_loss 0.9650, rec_loss 0.0258, p_loss 0.1819, quant_error1 0.2813, quant_error 0.2722, utilization 0.9996, perplexity 2658.2787,
Train Epoch: [1/5] Iters:[1770/20018] transplant_loss 0.9777, rec_loss 0.0263, p_loss 0.1832, quant_error1 0.2852, quant_error 0.2762, utilization 0.9996, perplexity 2678.0201,
Train Epoch: [1/5] Iters:[1780/20018] transplant_loss 0.9706, rec_loss 0.0260, p_loss 0.1827, quant_error1 0.2821, quant_error 0.2736, utilization 0.9996, perplexity 2688.4022,
Train Epoch: [1/5] Iters:[1790/20018] transplant_loss 0.9638, rec_loss 0.0259, p_loss 0.1823, quant_error1 0.2792, quant_error 0.2711, utilization 0.9996, perplexity 2691.8353,
Train Epoch: [1/5] Iters:[1800/20018] transplant_loss 0.9573, rec_loss 0.0258, p_loss 0.1828, quant_error1 0.2763, quant_error 0.2684, utilization 0.9996, perplexity 2712.4376,
Train Epoch: [1/5] Iters:[1810/20018] transplant_loss 0.9721, rec_loss 0.0267, p_loss 0.1845, quant_error1 0.2807, quant_error 0.2727, utilization 0.9996, perplexity 2735.3635,
Train Epoch: [1/5] Iters:[1820/20018] transplant_loss 0.9525, rec_loss 0.0259, p_loss 0.1833, quant_error1 0.2738, quant_error 0.2662, utilization 0.9996, perplexity 2710.0659,
Train Epoch: [1/5] Iters:[1830/20018] transplant_loss 0.9623, rec_loss 0.0265, p_loss 0.1844, quant_error1 0.2774, quant_error 0.2690, utilization 0.9996, perplexity 2755.6494,
Train Epoch: [1/5] Iters:[1840/20018] transplant_loss 0.9668, rec_loss 0.0268, p_loss 0.1845, quant_error1 0.2789, quant_error 0.2706, utilization 0.9996, perplexity 2749.8002,
Train Epoch: [1/5] Iters:[1850/20018] transplant_loss 0.9761, rec_loss 0.0271, p_loss 0.1845, quant_error1 0.2823, quant_error 0.2742, utilization 0.9995, perplexity 2737.4829,
Train Epoch: [1/5] Iters:[1860/20018] transplant_loss 0.9646, rec_loss 0.0266, p_loss 0.1828, quant_error1 0.2789, quant_error 0.2712, utilization 0.9995, perplexity 2733.2701,
Train Epoch: [1/5] Iters:[1870/20018] transplant_loss 0.9799, rec_loss 0.0274, p_loss 0.1851, quant_error1 0.2834, quant_error 0.2756, utilization 0.9995, perplexity 2761.7823,
Train Epoch: [1/5] Iters:[1880/20018] transplant_loss 0.9765, rec_loss 0.0273, p_loss 0.1845, quant_error1 0.2822, quant_error 0.2750, utilization 0.9995, perplexity 2734.3913,
Train Epoch: [1/5] Iters:[1890/20018] transplant_loss 0.9679, rec_loss 0.0268, p_loss 0.1843, quant_error1 0.2789, quant_error 0.2721, utilization 0.9994, perplexity 2741.3214,
Train Epoch: [1/5] Iters:[1900/20018] transplant_loss 0.9621, rec_loss 0.0265, p_loss 0.1836, quant_error1 0.2771, quant_error 0.2701, utilization 0.9995, perplexity 2768.7180,
Train Epoch: [1/5] Iters:[1910/20018] transplant_loss 0.9738, rec_loss 0.0267, p_loss 0.1848, quant_error1 0.2810, quant_error 0.2740, utilization 0.9994, perplexity 2789.5513,
Train Epoch: [1/5] Iters:[1920/20018] transplant_loss 0.9658, rec_loss 0.0265, p_loss 0.1830, quant_error1 0.2786, quant_error 0.2719, utilization 0.9995, perplexity 2781.6950,
Train Epoch: [1/5] Iters:[1930/20018] transplant_loss 0.9626, rec_loss 0.0264, p_loss 0.1825, quant_error1 0.2775, quant_error 0.2710, utilization 0.9995, perplexity 2799.9036,
Train Epoch: [1/5] Iters:[1940/20018] transplant_loss 0.9639, rec_loss 0.0266, p_loss 0.1819, quant_error1 0.2781, quant_error 0.2715, utilization 0.9995, perplexity 2814.8020,
Train Epoch: [1/5] Iters:[1950/20018] transplant_loss 0.9625, rec_loss 0.0262, p_loss 0.1816, quant_error1 0.2781, quant_error 0.2717, utilization 0.9995, perplexity 2823.4634,
Train Epoch: [1/5] Iters:[1960/20018] transplant_loss 0.9597, rec_loss 0.0263, p_loss 0.1824, quant_error1 0.2761, quant_error 0.2699, utilization 0.9995, perplexity 2842.1076,
Train Epoch: [1/5] Iters:[1970/20018] transplant_loss 0.9718, rec_loss 0.0265, p_loss 0.1834, quant_error1 0.2805, quant_error 0.2740, utilization 0.9994, perplexity 2854.0198,
Train Epoch: [1/5] Iters:[1980/20018] transplant_loss 0.9809, rec_loss 0.0267, p_loss 0.1845, quant_error1 0.2832, quant_error 0.2769, utilization 0.9994, perplexity 2845.7024,
Train Epoch: [1/5] Iters:[1990/20018] transplant_loss 0.9971, rec_loss 0.0271, p_loss 0.1854, quant_error1 0.2892, quant_error 0.2828, utilization 0.9994, perplexity 2844.9178,
Train Epoch: [1/5] Iters:[2000/20018] transplant_loss 1.0065, rec_loss 0.0277, p_loss 0.1859, quant_error1 0.2919, quant_error 0.2858, utilization 0.9994, perplexity 2853.9933,
Train Epoch: [1/5] Iters:[2010/20018] transplant_loss 1.0037, rec_loss 0.0279, p_loss 0.1846, quant_error1 0.2912, quant_error 0.2855, utilization 0.9994, perplexity 2829.3082,
Train Epoch: [1/5] Iters:[2020/20018] transplant_loss 0.9880, rec_loss 0.0274, p_loss 0.1830, quant_error1 0.2858, quant_error 0.2803, utilization 0.9994, perplexity 2828.0216,
Train Epoch: [1/5] Iters:[2030/20018] transplant_loss 0.9821, rec_loss 0.0273, p_loss 0.1828, quant_error1 0.2837, quant_error 0.2782, utilization 0.9994, perplexity 2866.5870,
Train Epoch: [1/5] Iters:[2040/20018] transplant_loss 0.9677, rec_loss 0.0266, p_loss 0.1817, quant_error1 0.2789, quant_error 0.2735, utilization 0.9994, perplexity 2864.3962,
Train Epoch: [1/5] Iters:[2050/20018] transplant_loss 0.9672, rec_loss 0.0266, p_loss 0.1827, quant_error1 0.2785, quant_error 0.2728, utilization 0.9995, perplexity 2878.6408,
Train Epoch: [1/5] Iters:[2060/20018] transplant_loss 0.9646, rec_loss 0.0261, p_loss 0.1824, quant_error1 0.2781, quant_error 0.2724, utilization 0.9995, perplexity 2891.9210,
Train Epoch: [1/5] Iters:[2070/20018] transplant_loss 0.9694, rec_loss 0.0261, p_loss 0.1831, quant_error1 0.2797, quant_error 0.2740, utilization 0.9995, perplexity 2902.0250,
Train Epoch: [1/5] Iters:[2080/20018] transplant_loss 0.9705, rec_loss 0.0260, p_loss 0.1819, quant_error1 0.2808, quant_error 0.2752, utilization 0.9995, perplexity 2903.2566,
Train Epoch: [1/5] Iters:[2090/20018] transplant_loss 0.9769, rec_loss 0.0265, p_loss 0.1828, quant_error1 0.2820, quant_error 0.2764, utilization 0.9996, perplexity 2914.2424,
Train Epoch: [1/5] Iters:[2100/20018] transplant_loss 0.9741, rec_loss 0.0267, p_loss 0.1822, quant_error1 0.2809, quant_error 0.2757, utilization 0.9996, perplexity 2895.1003,
Train Epoch: [1/5] Iters:[2110/20018] transplant_loss 0.9734, rec_loss 0.0271, p_loss 0.1820, quant_error1 0.2805, quant_error 0.2751, utilization 0.9996, perplexity 2918.0935,
Train Epoch: [1/5] Iters:[2120/20018] transplant_loss 0.9760, rec_loss 0.0273, p_loss 0.1825, quant_error1 0.2812, quant_error 0.2759, utilization 0.9995, perplexity 2937.4314,
Train Epoch: [1/5] Iters:[2130/20018] transplant_loss 0.9777, rec_loss 0.0274, p_loss 0.1833, quant_error1 0.2815, quant_error 0.2763, utilization 0.9995, perplexity 2927.1289,
Train Epoch: [1/5] Iters:[2140/20018] transplant_loss 0.9769, rec_loss 0.0272, p_loss 0.1830, quant_error1 0.2819, quant_error 0.2767, utilization 0.9995, perplexity 2935.4193,
Train Epoch: [1/5] Iters:[2150/20018] transplant_loss 0.9715, rec_loss 0.0267, p_loss 0.1826, quant_error1 0.2799, quant_error 0.2749, utilization 0.9994, perplexity 2925.8345,
Train Epoch: [1/5] Iters:[2160/20018] transplant_loss 0.9797, rec_loss 0.0267, p_loss 0.1833, quant_error1 0.2829, quant_error 0.2776, utilization 0.9994, perplexity 2918.6693,
Train Epoch: [1/5] Iters:[2170/20018] transplant_loss 0.9812, rec_loss 0.0268, p_loss 0.1832, quant_error1 0.2835, quant_error 0.2784, utilization 0.9993, perplexity 2922.3874,
Train Epoch: [1/5] Iters:[2180/20018] transplant_loss 0.9779, rec_loss 0.0268, p_loss 0.1832, quant_error1 0.2822, quant_error 0.2772, utilization 0.9994, perplexity 2924.5067,
Train Epoch: [1/5] Iters:[2190/20018] transplant_loss 0.9636, rec_loss 0.0264, p_loss 0.1825, quant_error1 0.2770, quant_error 0.2721, utilization 0.9994, perplexity 2917.9616,
Train Epoch: [1/5] Iters:[2200/20018] transplant_loss 0.9740, rec_loss 0.0266, p_loss 0.1832, quant_error1 0.2808, quant_error 0.2754, utilization 0.9994, perplexity 2953.5061,
Train Epoch: [1/5] Iters:[2210/20018] transplant_loss 0.9598, rec_loss 0.0260, p_loss 0.1818, quant_error1 0.2762, quant_error 0.2711, utilization 0.9995, perplexity 2946.3439,
Train Epoch: [1/5] Iters:[2220/20018] transplant_loss 0.9536, rec_loss 0.0255, p_loss 0.1805, quant_error1 0.2745, quant_error 0.2694, utilization 0.9995, perplexity 2940.9371,
Train Epoch: [1/5] Iters:[2230/20018] transplant_loss 0.9519, rec_loss 0.0253, p_loss 0.1809, quant_error1 0.2736, quant_error 0.2684, utilization 0.9995, perplexity 2959.3409,
Train Epoch: [1/5] Iters:[2240/20018] transplant_loss 0.9673, rec_loss 0.0261, p_loss 0.1822, quant_error1 0.2784, quant_error 0.2731, utilization 0.9995, perplexity 2967.9223,
Train Epoch: [1/5] Iters:[2250/20018] transplant_loss 0.9550, rec_loss 0.0258, p_loss 0.1822, quant_error1 0.2736, quant_error 0.2689, utilization 0.9994, perplexity 2953.5486,
Train Epoch: [1/5] Iters:[2260/20018] transplant_loss 0.9676, rec_loss 0.0264, p_loss 0.1832, quant_error1 0.2779, quant_error 0.2727, utilization 0.9994, perplexity 2966.1030,
Train Epoch: [1/5] Iters:[2270/20018] transplant_loss 0.9702, rec_loss 0.0268, p_loss 0.1845, quant_error1 0.2780, quant_error 0.2729, utilization 0.9994, perplexity 2969.4677,
Train Epoch: [1/5] Iters:[2280/20018] transplant_loss 0.9684, rec_loss 0.0268, p_loss 0.1840, quant_error1 0.2774, quant_error 0.2725, utilization 0.9994, perplexity 2957.5792,
Train Epoch: [1/5] Iters:[2290/20018] transplant_loss 0.9648, rec_loss 0.0265, p_loss 0.1831, quant_error1 0.2769, quant_error 0.2717, utilization 0.9994, perplexity 2954.5662,
Train Epoch: [1/5] Iters:[2300/20018] transplant_loss 0.9669, rec_loss 0.0265, p_loss 0.1827, quant_error1 0.2782, quant_error 0.2728, utilization 0.9994, perplexity 2961.9717,
Train Epoch: [1/5] Iters:[2310/20018] transplant_loss 0.9562, rec_loss 0.0259, p_loss 0.1826, quant_error1 0.2740, quant_error 0.2691, utilization 0.9994, perplexity 2964.3497,
Train Epoch: [1/5] Iters:[2320/20018] transplant_loss 0.9459, rec_loss 0.0256, p_loss 0.1804, quant_error1 0.2713, quant_error 0.2662, utilization 0.9994, perplexity 2958.1963,
Train Epoch: [1/5] Iters:[2330/20018] transplant_loss 0.9426, rec_loss 0.0253, p_loss 0.1799, quant_error1 0.2704, quant_error 0.2652, utilization 0.9994, perplexity 2956.2702,
Train Epoch: [1/5] Iters:[2340/20018] transplant_loss 0.9278, rec_loss 0.0247, p_loss 0.1785, quant_error1 0.2655, quant_error 0.2606, utilization 0.9994, perplexity 2960.0765,
Train Epoch: [1/5] Iters:[2350/20018] transplant_loss 0.9255, rec_loss 0.0248, p_loss 0.1786, quant_error1 0.2644, quant_error 0.2593, utilization 0.9994, perplexity 2990.9749,
Train Epoch: [1/5] Iters:[2360/20018] transplant_loss 0.9310, rec_loss 0.0253, p_loss 0.1787, quant_error1 0.2667, quant_error 0.2612, utilization 0.9994, perplexity 2990.9156,
Train Epoch: [1/5] Iters:[2370/20018] transplant_loss 0.9429, rec_loss 0.0259, p_loss 0.1807, quant_error1 0.2698, quant_error 0.2644, utilization 0.9994, perplexity 2980.8862,
Train Epoch: [1/5] Iters:[2380/20018] transplant_loss 0.9444, rec_loss 0.0262, p_loss 0.1808, quant_error1 0.2703, quant_error 0.2649, utilization 0.9994, perplexity 2977.6228,
Train Epoch: [1/5] Iters:[2390/20018] transplant_loss 0.9553, rec_loss 0.0265, p_loss 0.1814, quant_error1 0.2738, quant_error 0.2682, utilization 0.9995, perplexity 2990.1700,
Train Epoch: [1/5] Iters:[2400/20018] transplant_loss 0.9480, rec_loss 0.0261, p_loss 0.1799, quant_error1 0.2719, quant_error 0.2666, utilization 0.9994, perplexity 2950.7413,
Train Epoch: [1/5] Iters:[2410/20018] transplant_loss 0.9460, rec_loss 0.0259, p_loss 0.1807, quant_error1 0.2708, quant_error 0.2655, utilization 0.9994, perplexity 2968.8828,
Train Epoch: [1/5] Iters:[2420/20018] transplant_loss 0.9495, rec_loss 0.0258, p_loss 0.1806, quant_error1 0.2725, quant_error 0.2670, utilization 0.9994, perplexity 2996.1376,
Train Epoch: [1/5] Iters:[2430/20018] transplant_loss 0.9600, rec_loss 0.0261, p_loss 0.1814, quant_error1 0.2761, quant_error 0.2706, utilization 0.9994, perplexity 2983.2945,
Train Epoch: [1/5] Iters:[2440/20018] transplant_loss 0.9598, rec_loss 0.0262, p_loss 0.1814, quant_error1 0.2762, quant_error 0.2709, utilization 0.9994, perplexity 2984.6392,
Train Epoch: [1/5] Iters:[2450/20018] transplant_loss 0.9730, rec_loss 0.0266, p_loss 0.1828, quant_error1 0.2804, quant_error 0.2748, utilization 0.9994, perplexity 3000.7957,
Train Epoch: [1/5] Iters:[2460/20018] transplant_loss 0.9668, rec_loss 0.0264, p_loss 0.1819, quant_error1 0.2785, quant_error 0.2731, utilization 0.9994, perplexity 2973.1647,
